,Date_time,Node ,Battery Current,PV sc Current,Wind Speed,Temperature,Humidity,Battery Voltage
32954,2018-08-23 11:05:40,"13,4",24.0,273.4,0.59,24.18,56.27,4.21
32958,2018-08-23 11:09:40,"13,4",22.9,282.1,0.91,24.22,55.38,4.21
32964,2018-08-23 11:15:41,"13,4",22.2,258.0,1.63,24.46,53.75,4.21
32966,2018-08-23 11:17:41,"13,4",21.0,236.1,0.91,24.59,52.82,4.21
32968,2018-08-23 11:19:41,"13,4",19.7,295.2,0.59,24.64,51.11,4.21
32974,2018-08-23 11:25:42,"13,4",19.6,263.5,1.11,24.78,51.96,4.21
32980,2018-08-23 11:31:43,"13,4",18.2,256.0,1.05,24.92,50.7,4.21
32994,2018-08-23 11:45:44,"13,4",13.8,303.0,1.11,26.4,47.65,4.21
32996,2018-08-23 11:47:44,"13,4",14.3,306.5,1.37,26.48,47.62,4.22
32998,2018-08-23 11:49:45,"13,4",13.8,310.9,1.05,26.48,45.55,4.21
33012,2018-08-23 12:03:46,"13,4",-0.1,321.2,0.39,27.16,43.4,4.21
33026,2018-08-23 12:17:47,"13,4",0.0,316.8,0.72,28.58,40.98,4.21
33038,2018-08-23 12:29:48,"13,4",-0.1,324.9,1.31,30.06,37.45,4.21
33040,2018-08-23 12:31:49,"13,4",-0.1,325.6,0.91,30.33,38.41,4.22
33042,2018-08-23 12:33:49,"13,4",-0.1,331.0,0.98,30.44,37.38,4.21
33048,2018-08-23 12:39:49,"13,4",-0.1,338.0,0.65,30.9,35.12,4.22
33062,2018-08-23 12:53:50,"13,4",-0.1,359.5,1.11,30.56,36.07,4.21
33064,2018-08-23 12:55:50,"13,4",0.0,365.8,1.83,30.7,36.68,4.23
33066,2018-08-23 12:57:51,"13,4",-0.3,366.3,0.65,30.72,34.78,4.21
33082,2018-08-23 13:13:52,"13,4",-0.1,316.5,0.07,31.51,33.08,4.21
33084,2018-08-23 13:15:52,"13,4",-0.3,343.4,1.05,31.64,33.02,4.21
33096,2018-08-23 13:27:53,"13,4",-0.2,335.7,0.98,32.98,31.34,4.21
33098,2018-08-23 13:29:53,"13,4",-0.3,335.9,0.91,33.04,30.92,4.22
33102,2018-08-23 13:33:53,"13,4",0.0,337.0,2.22,33.84,30.04,4.21
33106,2018-08-23 13:37:53,"13,4",-0.2,339.0,1.37,34.24,30.14,4.21
33112,2018-08-23 13:43:54,"13,4",-0.3,339.6,2.03,33.83,27.85,4.22
33114,2018-08-23 13:45:54,"13,4",-0.1,335.7,2.61,33.15,28.09,4.21
33124,2018-08-23 13:55:54,"13,4",-0.3,340.3,0.52,33.6,29.37,4.22
33136,2018-08-23 14:07:55,"13,4",-0.1,349.1,2.61,33.95,27.42,4.21
33140,2018-08-23 14:11:55,"13,4",-0.3,351.4,1.83,33.79,26.23,4.21
33166,2018-08-23 14:37:56,"13,4",-0.2,219.8,2.48,35.79,24.7,4.22
33174,2018-08-23 14:45:56,"13,4",-0.1,269.8,2.09,35.16,21.85,4.22
33180,2018-08-23 14:51:57,"13,4",-0.1,338.1,0.65,35.18,24.47,4.22
33184,2018-08-23 14:55:57,"13,4",-0.2,300.5,1.31,35.47,23.9,4.21
33188,2018-08-23 14:59:57,"13,4",0.0,247.8,0.98,35.84,23.47,4.22
33230,2018-08-23 15:41:59,"13,4",-0.3,142.8,1.76,35.76,23.84,4.23
33234,2018-08-23 15:45:59,"13,4",0.0,266.5,0.26,35.81,24.14,4.21
33242,2018-08-23 15:53:59,"13,4",-0.1,248.6,1.5,37.26,22.96,4.21
33246,2018-08-23 15:57:59,"13,4",-0.1,195.4,2.29,37.69,22.16,4.21
33256,2018-08-23 16:08:00,"13,4",-0.1,65.1,2.48,38.31,20.9,4.21
33264,2018-08-23 16:16:00,"13,4",12.2,62.6,1.89,38.15,22.11,4.21
33266,2018-08-23 16:18:00,"13,4",12.5,62.2,1.5,37.92,20.96,4.22
33274,2018-08-23 16:26:00,"13,4",-0.3,58.0,2.68,37.54,20.86,4.21
33284,2018-08-23 16:36:01,"13,4",0.2,58.2,1.24,37.22,21.9,4.22
33296,2018-08-23 16:48:01,"13,4",-0.1,62.5,1.5,36.72,20.2,4.22
33298,2018-08-23 16:50:01,"13,4",-0.4,58.2,1.37,36.9,21.81,4.21
33302,2018-08-23 16:54:01,"13,4",-0.3,60.8,1.57,37.52,19.56,4.21
33308,2018-08-23 17:00:02,"13,4",-0.2,66.0,2.29,38.12,20.28,4.22
33318,2018-08-23 17:10:02,"13,4",0.1,93.8,2.87,37.22,19.7,4.23
33320,2018-08-23 17:12:02,"13,4",-0.2,94.0,1.96,37.09,20.3,4.21
33328,2018-08-23 17:20:02,"13,4",0.0,74.2,2.74,37.22,20.0,4.21
33332,2018-08-23 17:24:03,"13,4",-0.2,61.3,3.46,37.14,19.54,4.21
33334,2018-08-23 17:26:03,"13,4",-0.2,60.9,2.03,37.08,20.07,4.22
33336,2018-08-23 17:28:03,"13,4",0.0,64.5,2.74,37.1,19.77,4.22
33348,2018-08-23 17:40:03,"13,4",-0.1,93.0,2.61,36.2,19.64,4.22
33358,2018-08-23 17:50:04,"13,4",-0.2,84.7,0.85,37.33,18.25,4.22
33370,2018-08-23 18:02:04,"13,4",-0.3,66.2,2.81,37.29,18.4,4.22
33372,2018-08-23 18:04:04,"13,4",-0.2,77.5,2.55,37.08,18.16,4.22
33380,2018-08-23 18:12:04,"13,4",-0.2,83.3,3.07,37.04,17.77,4.22
33386,2018-08-23 18:18:05,"13,4",0.0,91.1,2.03,36.53,18.59,4.22
33390,2018-08-23 18:22:05,"13,4",-0.1,80.5,1.89,36.76,18.83,4.22
33396,2018-08-23 18:28:05,"13,4",0.1,77.5,1.44,36.77,18.98,4.22
33424,2018-08-23 18:56:06,"13,4",-13.7,29.8,2.22,35.25,19.58,4.22
33438,2018-08-23 19:10:07,"13,4",15.9,30.3,1.89,35.92,18.94,4.22
33442,2018-08-23 19:14:07,"13,4",15.4,32.4,1.5,35.68,19.0,4.22
33444,2018-08-23 19:16:07,"13,4",-13.7,31.0,1.44,35.62,19.15,4.22
33446,2018-08-23 19:18:07,"13,4",14.9,31.6,1.63,35.6,19.53,4.22
33448,2018-08-23 19:20:07,"13,4",14.9,32.3,3.0,35.67,19.87,4.23
33468,2018-08-23 19:40:08,"13,4",12.1,25.6,1.7,34.5,22.41,4.22
33470,2018-08-23 19:42:09,"13,4",11.9,25.2,2.42,34.66,22.34,4.23
33480,2018-08-23 19:52:09,"13,4",-13.7,22.3,2.35,34.06,23.73,4.23
33482,2018-08-23 19:54:09,"13,4",-13.7,22.8,1.63,33.92,23.72,4.23
33492,2018-08-23 20:04:10,"13,4",11.2,22.1,3.0,33.98,23.42,4.23
33494,2018-08-23 20:06:10,"13,4",10.9,21.3,1.5,33.99,23.27,4.23
33498,2018-08-23 20:10:10,"13,4",11.1,19.7,1.7,33.95,23.27,4.22
33500,2018-08-23 20:12:10,"13,4",-13.5,18.8,0.98,33.92,23.75,4.22
33504,2018-08-23 20:16:11,"13,4",-13.8,17.1,1.96,33.99,23.5,4.22
33510,2018-08-23 20:22:11,"13,4",-13.6,15.0,0.85,33.77,24.23,4.23
33516,2018-08-23 20:28:12,"13,4",-13.6,11.4,1.24,33.98,24.21,4.23
33520,2018-08-23 20:32:12,"13,4",-13.7,9.8,1.83,33.78,24.53,4.23
33528,2018-08-23 20:40:12,"13,4",-13.8,7.0,1.24,33.44,24.87,4.21
33542,2018-08-23 20:54:14,"13,4",-13.3,1.9,1.31,33.31,25.31,4.21
33558,2018-08-23 21:10:15,"13,4",-13.9,0.2,0.59,32.78,26.38,4.21
33564,2018-08-23 21:16:15,"13,4",-13.8,-0.2,-0.07,32.66,26.55,4.21
33576,2018-08-23 21:28:16,"13,4",-14.3,-0.2,1.05,32.48,26.94,4.21
33578,2018-08-23 21:30:17,"13,4",-13.9,-0.1,0.91,32.49,27.53,4.21
33582,2018-08-23 21:34:17,"13,4",-13.7,-0.3,0.46,32.37,28.18,4.21
33592,2018-08-23 21:44:18,"13,4",-13.5,-0.1,0.98,32.0,28.44,4.21
33600,2018-08-23 21:52:19,"13,4",-13.5,-0.4,0.78,31.4,30.42,4.21
33610,2018-08-23 22:02:20,"13,4",-13.6,0.1,0.2,29.55,30.99,4.21
33616,2018-08-23 22:08:20,"13,4",-13.8,-0.2,1.31,30.05,30.53,4.21
33620,2018-08-23 22:12:21,"13,4",-13.7,-0.1,0.72,30.15,31.0,4.21
33628,2018-08-23 22:20:21,"13,4",-13.6,-0.4,1.37,30.12,31.03,4.21
33630,2018-08-23 22:22:22,"13,4",-13.8,-0.3,2.16,30.02,31.31,4.21
33632,2018-08-23 22:24:22,"13,4",-13.6,-0.3,2.74,29.81,31.61,4.2
33634,2018-08-23 22:26:22,"13,4",-13.8,-0.5,1.44,29.66,31.6,4.21
33642,2018-08-23 22:34:23,"13,4",-13.5,-0.1,1.24,29.44,31.3,4.2
33644,2018-08-23 22:36:23,"13,4",-13.6,-0.4,1.89,29.41,30.98,4.21
33672,2018-08-23 23:04:26,"13,4",-13.5,-0.2,1.44,28.27,33.01,4.21
33674,2018-08-23 23:06:26,"13,4",-13.7,-0.3,0.98,28.23,32.3,4.2
33686,2018-08-23 23:18:27,"13,4",-13.7,-0.2,1.31,28.42,33.23,4.2
33700,2018-08-23 23:32:29,"13,4",-13.7,-0.3,2.29,27.82,35.64,4.2
33706,2018-08-23 23:38:30,"13,4",-13.7,-0.6,0.85,27.76,35.91,4.19
33714,2018-08-23 23:46:31,"13,4",-13.5,-0.3,1.18,27.64,36.31,4.19
33716,2018-08-23 23:48:31,"13,4",-13.7,-0.3,1.57,27.58,36.55,4.19
33726,2018-08-23 23:58:32,"13,4",-13.7,-0.4,0.78,27.28,37.46,4.2
33740,2018-08-24 00:12:34,"13,4",-13.9,-0.3,0.65,27.13,38.37,4.2
33744,2018-08-24 00:16:34,"13,4",-13.7,-0.1,1.05,27.04,38.88,4.19
33746,2018-08-24 00:18:34,"13,4",-13.9,-0.4,0.59,26.81,39.26,4.2
33764,2018-08-24 00:36:37,"13,4",-13.5,-0.3,0.0,26.55,40.12,4.19
33768,2018-08-24 00:40:37,"13,4",-13.7,-0.3,0.52,26.36,41.22,4.2
33776,2018-08-24 00:48:38,"13,4",-13.6,-0.3,0.59,25.67,41.65,4.19
33788,2018-08-24 01:00:40,"13,4",-13.7,-0.1,0.85,25.36,42.83,4.19
33790,2018-08-24 01:02:40,"13,4",-13.4,-0.2,1.31,25.38,42.83,4.19
33792,2018-08-24 01:04:40,"13,4",-13.6,0.0,0.72,25.37,43.16,4.19
33802,2018-08-24 01:14:41,"13,4",-13.7,-0.2,0.26,25.11,44.13,4.19
33804,2018-08-24 01:16:42,"13,4",-13.7,-0.4,0.33,25.09,44.2,4.19
33810,2018-08-24 01:22:42,"13,4",-13.4,-0.3,1.11,24.94,45.14,4.19
33824,2018-08-24 01:36:44,"13,4",-13.7,-0.3,2.61,24.24,46.21,4.19
33828,2018-08-24 01:40:45,"13,4",-13.6,-0.4,1.11,23.99,46.63,4.19
33832,2018-08-24 01:44:45,"13,4",-13.7,-0.2,1.24,23.92,47.02,4.19
33834,2018-08-24 01:46:45,"13,4",-13.8,-0.5,0.91,24.01,46.77,4.19
33842,2018-08-24 01:54:46,"13,4",-13.7,-0.3,1.44,23.82,47.17,4.19
33848,2018-08-24 02:00:47,"13,4",-13.7,-0.3,1.31,23.16,50.18,4.19
33852,2018-08-24 02:04:48,"13,4",-13.8,-0.1,1.11,23.32,50.11,4.19
33858,2018-08-24 02:10:49,"13,4",-13.5,-0.1,1.44,23.19,50.63,4.19
33860,2018-08-24 02:12:49,"13,4",-13.7,-0.2,1.05,23.17,50.6,4.18
33862,2018-08-24 02:14:49,"13,4",-13.7,-0.3,1.96,23.18,50.98,4.18
33866,2018-08-24 02:18:50,"13,4",-13.7,-0.3,0.52,23.18,50.47,4.18
33870,2018-08-24 02:22:50,"13,4",-13.5,-0.3,0.59,23.25,50.29,4.18
33890,2018-08-24 02:42:53,"13,4",-13.6,-0.3,0.52,22.98,52.32,4.18
33898,2018-08-24 02:50:55,"13,4",-13.7,-0.5,0.59,22.69,53.38,4.18
33906,2018-08-24 02:58:56,"13,4",-13.4,-0.2,0.0,22.87,52.65,4.18
33912,2018-08-24 03:04:57,"13,4",-13.7,-0.4,2.29,22.6,53.65,4.17
33916,2018-08-24 03:08:57,"13,4",-13.7,-0.4,0.91,22.52,53.48,4.18
33918,2018-08-24 03:10:58,"13,4",-13.7,-0.1,1.37,22.61,53.53,4.17
33920,2018-08-24 03:12:58,"13,4",-13.8,-0.5,1.5,22.64,53.15,4.17
33926,2018-08-24 03:18:59,"13,4",-13.9,-0.1,0.98,22.21,55.34,4.18
33934,2018-08-24 03:27:00,"13,4",-13.7,-0.3,1.44,21.68,56.95,4.17
33946,2018-08-24 03:39:02,"13,4",-13.8,-0.3,0.13,21.69,57.65,4.17
33956,2018-08-24 03:49:03,"13,4",-13.5,-0.1,0.26,21.73,56.96,4.18
33958,2018-08-24 03:51:03,"13,4",-13.6,-0.3,0.91,21.78,56.78,4.18
33960,2018-08-24 03:53:04,"13,4",-13.6,-0.4,0.33,21.8,57.58,4.17
33966,2018-08-24 03:59:05,"13,4",-13.7,-0.4,0.33,21.66,57.74,4.17
33972,2018-08-24 04:05:06,"13,4",-13.7,-0.4,1.11,21.77,57.36,4.17
33982,2018-08-24 04:15:07,"13,4",-13.6,-0.3,0.07,21.48,57.9,4.18
34000,2018-08-24 04:33:10,"13,4",-13.6,-0.4,0.91,20.9,60.04,4.17
34020,2018-08-24 04:53:13,"13,4",-13.6,-0.4,0.72,20.77,60.5,4.17
34030,2018-08-24 05:03:15,"13,4",-13.6,-0.4,0.0,20.85,60.12,4.17
34036,2018-08-24 05:09:16,"13,4",-13.7,-0.3,0.65,20.85,60.54,4.17
34040,2018-08-24 05:13:16,"13,4",-13.7,-0.3,0.07,20.68,62.03,4.16
34044,2018-08-24 05:17:17,"13,4",-13.9,-0.2,0.46,20.64,61.37,4.17
34046,2018-08-24 05:19:17,"13,4",-13.6,-0.5,0.85,20.7,61.17,4.17
34050,2018-08-24 05:23:18,"13,4",-13.5,-0.3,-0.33,20.7,61.17,4.17
34052,2018-08-24 05:25:18,"13,4",-13.7,-0.1,1.31,20.72,60.94,4.17
34058,2018-08-24 05:31:19,"13,4",-13.6,-0.2,0.98,20.49,61.91,4.16
34064,2018-08-24 05:37:20,"13,4",-13.7,-0.1,0.98,20.35,61.98,4.17
34076,2018-08-24 05:49:22,"13,4",-13.5,-0.4,0.26,20.05,63.42,4.16
34090,2018-08-24 06:03:24,"13,4",-13.5,-0.1,0.78,19.76,66.35,4.16
34098,2018-08-24 06:11:26,"13,4",-13.6,-0.3,0.0,19.43,67.91,4.16
34110,2018-08-24 06:23:28,"13,4",-13.9,0.0,0.85,19.63,66.98,4.15
34120,2018-08-24 06:33:29,"13,4",-13.5,-0.3,0.59,19.66,66.33,4.16
34124,2018-08-24 06:37:30,"13,4",-14.0,0.1,-0.39,19.67,65.79,4.16
34142,2018-08-24 06:55:33,"13,4",-13.7,-0.3,1.05,19.6,66.35,4.16
34144,2018-08-24 06:57:33,"13,4",-13.7,-0.1,0.52,19.52,66.59,4.16
34150,2018-08-24 07:03:34,"13,4",-13.6,-0.6,1.31,19.46,66.84,4.16
34152,2018-08-24 07:05:35,"13,4",-13.4,-0.6,1.57,19.43,66.78,4.15
34158,2018-08-24 07:11:36,"13,4",-13.7,-0.1,0.65,19.13,67.74,4.16
34164,2018-08-24 07:17:37,"13,4",-13.9,-0.4,0.46,18.9,68.46,4.16
34176,2018-08-24 07:29:39,"13,4",-13.6,0.3,0.78,19.07,67.76,4.15
34182,2018-08-24 07:35:40,"13,4",-13.6,0.8,0.46,18.98,68.03,4.15
34186,2018-08-24 07:39:41,"13,4",-13.6,1.3,-0.33,18.87,68.91,4.15
34200,2018-08-24 07:53:43,"13,4",-13.6,6.4,0.52,18.68,70.21,4.15
34204,2018-08-24 07:57:44,"13,4",-13.6,8.0,0.59,18.59,70.58,4.15
34210,2018-08-24 08:03:45,"13,4",-13.5,11.7,0.52,18.64,70.48,4.15
34212,2018-08-24 08:05:45,"13,4",13.9,12.6,0.91,18.7,70.21,4.16
34214,2018-08-24 08:07:45,"13,4",14.0,14.4,0.33,18.71,70.33,4.16
34232,2018-08-24 08:25:48,"13,4",13.8,30.5,0.91,19.04,67.93,4.16
34234,2018-08-24 08:27:49,"13,4",14.3,33.7,-0.72,19.08,67.6,4.17
34244,2018-08-24 08:37:51,"13,4",33.2,52.5,0.59,18.98,68.34,4.17
34270,2018-08-24 09:03:55,"13,4",72.3,93.0,0.72,19.16,71.32,4.19
34272,2018-08-24 09:05:55,"13,4",76.7,96.2,-0.07,19.28,71.54,4.19
34276,2018-08-24 09:09:56,"13,4",83.1,103.1,0.33,19.5,69.19,4.2
34278,2018-08-24 09:11:56,"13,4",86.2,106.5,0.98,19.55,70.46,4.2
34282,2018-08-24 09:15:57,"13,4",85.2,112.8,0.91,19.63,69.27,4.19
34284,2018-08-24 09:17:57,"13,4",80.0,115.7,1.18,19.64,69.22,4.21
34298,2018-08-24 09:31:59,"13,4",61.6,137.3,0.52,20.2,67.28,4.19
34318,2018-08-24 09:52:02,"13,4",46.3,167.4,0.39,20.98,64.13,4.21
34324,2018-08-24 09:58:03,"13,4",42.9,177.0,0.59,21.37,62.2,4.21
34328,2018-08-24 10:02:03,"13,4",40.9,183.2,1.24,21.42,62.29,4.2
34344,2018-08-24 10:18:06,"13,4",33.1,207.1,2.74,22.79,57.02,4.21
34352,2018-08-24 10:26:07,"13,4",29.8,217.1,0.91,23.24,55.45,4.21
34354,2018-08-24 10:28:07,"13,4",29.7,220.1,1.24,23.42,54.11,4.21
34364,2018-08-24 10:38:08,"13,4",25.9,233.9,0.72,23.94,52.54,4.21
34382,2018-08-24 10:56:10,"13,4",22.3,256.3,1.24,24.7,49.19,4.21
34388,2018-08-24 11:02:11,"13,4",21.1,263.4,0.72,25.0,49.2,4.21
34392,2018-08-24 11:06:11,"13,4",19.7,266.5,0.65,25.03,47.94,4.22
34398,2018-08-24 11:12:12,"13,4",19.2,273.6,0.59,25.33,47.32,4.21
34402,2018-08-24 11:16:12,"13,4",17.8,277.2,0.78,25.53,46.82,4.21
34410,2018-08-24 11:24:13,"13,4",16.6,285.1,-0.26,26.01,46.12,4.21
34412,2018-08-24 11:26:14,"13,4",15.6,286.4,1.44,26.37,48.43,4.21
34414,2018-08-24 11:28:14,"13,4",14.8,288.6,0.78,26.75,47.79,4.21
34416,2018-08-24 11:30:14,"13,4",14.4,290.4,1.24,26.98,47.13,4.22
34420,2018-08-24 11:34:14,"13,4",13.4,293.4,1.37,27.34,45.85,4.21
34426,2018-08-24 11:40:15,"13,4",0.0,297.9,0.52,27.35,45.52,4.21
34428,2018-08-24 11:42:15,"13,4",12.5,300.5,1.57,27.48,45.6,4.21
34438,2018-08-24 11:52:16,"13,4",-0.1,307.8,1.24,28.07,41.81,4.21
34448,2018-08-24 12:02:17,"13,4",0.0,314.6,0.85,28.94,39.55,4.21
34460,2018-08-24 12:14:18,"13,4",-0.2,322.6,0.72,29.79,36.8,4.21
34508,2018-08-24 13:02:22,"13,4",0.0,342.0,1.37,32.43,31.94,4.21
34518,2018-08-24 13:12:22,"13,4",-0.1,345.7,1.44,33.28,29.74,4.21
34524,2018-08-24 13:18:23,"13,4",0.0,346.9,1.57,33.37,29.28,4.22
34528,2018-08-24 13:22:23,"13,4",-0.1,346.7,1.05,33.49,28.78,4.21
34530,2018-08-24 13:24:23,"13,4",-0.2,345.6,0.46,33.6,29.73,4.21
34542,2018-08-24 13:36:24,"13,4",0.0,345.2,0.65,34.01,26.47,4.21
34550,2018-08-24 13:44:24,"13,4",0.0,345.7,0.13,34.31,25.56,4.21
34554,2018-08-24 13:48:24,"13,4",-0.4,346.2,1.96,34.51,23.61,4.21
34562,2018-08-24 13:56:25,"13,4",-0.3,345.1,1.76,34.48,25.28,4.21
34568,2018-08-24 14:02:25,"13,4",-0.1,343.8,1.44,35.01,23.57,4.21
34584,2018-08-24 14:18:26,"13,4",0.0,338.8,1.18,35.76,23.39,4.22
34594,2018-08-24 14:28:26,"13,4",-0.2,335.9,1.44,36.37,22.3,4.21
34598,2018-08-24 14:32:26,"13,4",-0.1,333.7,0.78,36.55,23.07,4.22
34600,2018-08-24 14:34:26,"13,4",-0.2,334.5,1.37,37.08,22.27,4.22
34604,2018-08-24 14:38:27,"13,4",-0.1,331.6,1.5,36.6,22.62,4.21
34612,2018-08-24 14:46:27,"13,4",0.0,316.7,0.39,37.23,21.07,4.21
34614,2018-08-24 14:48:27,"13,4",-0.2,314.6,0.78,37.2,20.76,4.22
34664,2018-08-24 15:38:28,"13,4",-0.2,67.2,2.09,37.33,19.78,4.22
34670,2018-08-24 15:44:29,"13,4",-0.3,150.8,2.42,35.96,21.18,4.22
34690,2018-08-24 16:04:29,"13,4",18.3,69.9,1.44,37.89,19.05,4.22
34706,2018-08-24 16:20:30,"13,4",-0.3,74.0,2.22,38.37,17.61,4.21
34712,2018-08-24 16:26:30,"13,4",-0.2,73.1,1.05,39.18,17.42,4.22
34720,2018-08-24 16:34:30,"13,4",0.1,73.2,1.11,38.25,17.3,4.21
34728,2018-08-24 16:42:31,"13,4",-0.1,67.8,0.65,38.04,16.67,4.21
34740,2018-08-24 16:54:31,"13,4",-0.1,71.1,2.16,38.92,16.75,4.22
34774,2018-08-24 17:28:32,"13,4",-0.2,69.7,2.87,38.73,15.58,4.21
34792,2018-08-24 17:46:32,"13,4",0.1,92.5,4.18,38.73,15.62,4.21
34796,2018-08-24 17:50:32,"13,4",-0.3,86.7,1.96,38.46,15.84,4.22
34808,2018-08-24 18:02:33,"13,4",-0.1,82.7,1.31,38.57,16.39,4.21
34810,2018-08-24 18:04:33,"13,4",-0.3,87.1,2.55,38.5,16.38,4.22
34826,2018-08-24 18:20:33,"13,4",-0.3,112.7,4.57,38.44,16.92,4.22
34832,2018-08-24 18:26:33,"13,4",-0.4,105.6,1.76,39.19,16.34,4.21
34838,2018-08-24 18:32:34,"13,4",-0.2,95.5,4.38,39.01,15.71,4.21
34840,2018-08-24 18:34:34,"13,4",-0.2,91.5,2.09,38.62,16.08,4.22
34852,2018-08-24 18:46:34,"13,4",-0.5,67.3,1.44,38.92,16.25,4.22
34862,2018-08-24 18:56:34,"13,4",16.6,37.1,1.31,38.29,18.84,4.23
34868,2018-08-24 19:02:34,"13,4",13.2,43.1,3.4,37.98,18.67,4.22
34872,2018-08-24 19:06:35,"13,4",12.2,42.9,3.27,37.7,19.04,4.22
34876,2018-08-24 19:10:35,"13,4",-0.2,45.2,1.44,37.8,18.2,4.23
34896,2018-08-24 19:30:35,"13,4",15.1,29.1,4.57,36.52,19.58,4.23
34898,2018-08-24 19:32:36,"13,4",15.9,27.7,3.33,36.15,19.86,4.22
34906,2018-08-24 19:40:36,"13,4",15.4,22.0,3.33,35.62,20.44,4.23
34918,2018-08-24 19:52:37,"13,4",-13.7,16.3,1.44,34.51,21.66,4.22
34932,2018-08-24 20:06:37,"13,4",-13.6,15.4,2.55,34.41,22.63,4.21
34936,2018-08-24 20:10:38,"13,4",15.2,13.8,1.96,34.27,23.03,4.23
34940,2018-08-24 20:14:38,"13,4",-13.8,12.3,2.42,34.08,22.98,4.22
34944,2018-08-24 20:18:38,"13,4",-13.6,10.5,1.7,33.94,23.42,4.22
34946,2018-08-24 20:20:38,"13,4",-13.4,9.7,1.37,33.94,23.12,4.21
34948,2018-08-24 20:22:38,"13,4",-13.8,8.8,3.14,33.9,23.04,4.21
34952,2018-08-24 20:26:39,"13,4",15.3,7.5,1.63,33.73,23.11,4.22
34966,2018-08-24 20:40:40,"13,4",-13.6,4.6,2.09,33.47,22.64,4.22
34974,2018-08-24 20:48:40,"13,4",-13.5,2.9,1.96,33.19,22.92,4.21
34976,2018-08-24 20:50:40,"13,4",-13.6,2.9,1.37,33.2,23.07,4.21
34978,2018-08-24 20:52:40,"13,4",-13.7,2.3,2.16,33.16,23.0,4.21
34986,2018-08-24 21:00:41,"13,4",-13.6,1.0,1.44,33.06,23.29,4.21
34988,2018-08-24 21:02:41,"13,4",-13.6,0.7,1.05,33.03,23.59,4.21
34990,2018-08-24 21:04:41,"13,4",-13.5,0.6,1.5,32.86,23.72,4.22
34992,2018-08-24 21:06:42,"13,4",-13.6,0.3,2.61,32.73,24.01,4.22
34994,2018-08-24 21:08:42,"13,4",-13.6,0.2,1.24,32.64,24.08,4.21
35010,2018-08-24 21:24:43,"13,4",-14.1,0.0,1.83,32.06,24.96,4.21
35020,2018-08-24 21:34:44,"13,4",-13.6,-0.3,2.03,31.64,25.63,4.21
35022,2018-08-24 21:36:44,"13,4",-14.0,-0.3,1.44,31.61,25.71,4.21
35030,2018-08-24 21:44:45,"13,4",-13.6,-0.2,1.63,31.36,26.06,4.21
35032,2018-08-24 21:46:45,"13,4",-13.7,-0.2,1.76,31.27,26.12,4.21
35044,2018-08-24 21:58:46,"13,4",-13.8,0.0,1.63,31.12,26.55,4.2
35048,2018-08-24 22:02:46,"13,4",-13.8,-0.1,1.31,30.97,26.54,4.21
35050,2018-08-24 22:04:46,"13,4",-13.9,-0.3,1.44,30.86,26.53,4.21
35054,2018-08-24 22:08:47,"13,4",-13.7,-0.4,1.24,30.74,26.49,4.2
35062,2018-08-24 22:16:48,"13,4",-13.8,-0.3,1.76,30.68,26.52,4.2
35070,2018-08-24 22:24:48,"13,4",-13.7,-0.1,1.31,30.42,26.86,4.2
35082,2018-08-24 22:36:50,"13,4",-13.8,-0.2,1.05,29.83,27.59,4.2
35090,2018-08-24 22:44:50,"13,4",-13.8,-0.4,0.91,29.47,27.67,4.2
35092,2018-08-24 22:46:50,"13,4",-13.7,-0.5,0.65,29.5,27.52,4.2
35094,2018-08-24 22:48:51,"13,4",-13.8,-0.1,0.46,29.55,27.75,4.21
35102,2018-08-24 22:56:51,"13,4",-13.7,-0.2,1.57,29.35,28.24,4.19
35104,2018-08-24 22:58:52,"13,4",-13.8,-0.1,1.31,29.3,28.2,4.19
35108,2018-08-24 23:02:52,"13,4",-13.6,-0.4,1.24,29.27,28.3,4.19
35110,2018-08-24 23:04:52,"13,4",-13.9,-0.1,0.33,29.22,28.44,4.2
35112,2018-08-24 23:06:52,"13,4",-14.0,-0.2,1.63,29.22,28.3,4.2
35118,2018-08-24 23:12:53,"13,4",-13.9,-0.2,1.24,29.17,28.33,4.2
35124,2018-08-24 23:18:54,"13,4",-13.8,-0.1,1.18,29.01,28.79,4.19
35126,2018-08-24 23:20:54,"13,4",-13.9,-0.4,1.57,28.91,28.92,4.19
35160,2018-08-24 23:54:57,"13,4",-13.7,-0.5,1.24,27.67,31.33,4.19
35186,2018-08-25 00:21:00,"13,4",-13.9,-0.5,1.05,27.17,30.86,4.19
35200,2018-08-25 00:35:02,"13,4",-13.5,-0.1,0.65,27.01,29.99,4.19
35204,2018-08-25 00:39:02,"13,4",-13.6,-0.2,0.33,27.06,29.53,4.19
35206,2018-08-25 00:41:03,"13,4",-13.5,-0.4,0.98,27.01,29.24,4.19
35218,2018-08-25 00:53:04,"13,4",-13.7,-0.3,0.78,26.7,28.93,4.19
35228,2018-08-25 01:03:05,"13,4",-13.7,-0.5,0.91,26.66,27.02,4.19
35242,2018-08-25 01:17:07,"13,4",-13.9,-0.4,0.91,26.6,29.6,4.2
35244,2018-08-25 01:19:07,"13,4",-13.6,-0.2,0.78,26.57,30.1,4.18
35248,2018-08-25 01:23:08,"13,4",-14.1,-0.3,0.07,26.5,29.95,4.19
35258,2018-08-25 01:33:09,"13,4",-13.7,-0.2,1.18,25.36,31.13,4.18
